Hugo_Symbol,SEQ_ASSAY_ID
ROS1,IMPACT468
RPS6KA4,IMPACT468
RPS6KB2,IMPACT468
RPTOR,IMPACT468
RRAGC,IMPACT468
RRAS,IMPACT468
RRAS2,IMPACT468
RTEL1,IMPACT468
RUNX1,IMPACT468
RXRA,IMPACT468
RYBP,IMPACT468
SDHA,IMPACT468
SDHAF2,IMPACT468
SDHB,IMPACT468
SDHC,IMPACT468
SDHD,IMPACT468
SESN1,IMPACT468
SESN2,IMPACT468
SESN3,IMPACT468
SETD2,IMPACT468
SF3B1,IMPACT468
SH2B3,IMPACT468
SH2D1A,IMPACT468
SHOC2,IMPACT468
SHQ1,IMPACT468
SLX4,IMPACT468
SMAD2,IMPACT468
SMAD3,IMPACT468
SMAD4,IMPACT468
SMARCA4,IMPACT468
SMARCB1,IMPACT468
SMARCD1,IMPACT468
SMO,IMPACT468
SMYD3,IMPACT468
SOCS1,IMPACT468
SOS1,IMPACT468
SOX17,IMPACT468
SOX2,IMPACT468
SOX9,IMPACT468
SPEN,IMPACT468
SPOP,IMPACT468
SPRED1,IMPACT468
SRC,IMPACT468
SRSF2,IMPACT468
STAG2,IMPACT468
STAT3,IMPACT468
STAT5A,IMPACT468
STAT5B,IMPACT468
STK11,IMPACT468
STK19,IMPACT468
STK40,IMPACT468
SUFU,IMPACT468
SUZ12,IMPACT468
SYK,IMPACT468
TAP1,IMPACT468
TAP2,IMPACT468
TBX3,IMPACT468
TCEB1,IMPACT468
TCF3,IMPACT468
TCF7L2,IMPACT468
TEK,IMPACT468
TERT,IMPACT468
TET1,IMPACT468
TET2,IMPACT468
TGFBR1,IMPACT468
TGFBR2,IMPACT468
TMEM127,IMPACT468
TMPRSS2,IMPACT468
TNFAIP3,IMPACT468
TNFRSF14,IMPACT468
TOP1,IMPACT468
TP53,IMPACT468
TP53BP1,IMPACT468
TP63,IMPACT468
TRAF2,IMPACT468
TRAF7,IMPACT468
TSC1,IMPACT468
TSC2,IMPACT468
TSHR,IMPACT468
U2AF1,IMPACT468
UPF1,IMPACT468
VEGFA,IMPACT468
VHL,IMPACT468
VTCN1,IMPACT468
WHSC1,IMPACT468
WHSC1L1,IMPACT468
WT1,IMPACT468
WWTR1,IMPACT468
XIAP,IMPACT468
XPO1,IMPACT468
XRCC2,IMPACT468
YAP1,IMPACT468
YES1,IMPACT468
ZFHX3,IMPACT468
ZRSR2,IMPACT468
